temperature_c,humidity_pct,light_norm,label
36.26,78.5,0.2982,warning
33.06,75.13,0.3642,warning
37.07,71.88,0.1081,warning
21.06,50.98,0.6777,normal
35.58,66.57,0.346,warning
16.94,43.57,0.8274,normal
12.08,39.21,0.8574,normal
28.74,73.23,0.5231,warning
53.71,95.92,0.244,critical
52.67,89.63,0.3068,critical
31.81,76.69,0.3256,warning
26.79,38.82,0.7728,normal
27.18,56.4,0.5709,normal
15.95,47.34,0.8831,normal
21.24,50.86,0.7236,normal
39.63,75.37,0.1094,warning
34.49,80.21,0.2294,warning
47.02,97.38,0.1306,critical
16.29,53.88,0.8505,normal
42.66,87.89,0.3521,critical
35.16,72.87,0.4865,warning
22.69,56.09,0.367,normal
15.81,38.47,0.8567,normal
36.36,86.9,0.131,critical
20.85,56.63,0.4857,normal
20.63,59.93,0.5262,normal
35.93,73.64,0.2777,warning
51.57,98.13,0.1759,critical
35.47,70.81,0.322,warning
33.81,66.8,0.2902,warning
18.19,53.31,0.4837,normal
16.63,62.52,0.4104,normal
50.01,99.85,0.2898,critical
37.64,80.82,0.1602,warning
16.56,50.93,0.8373,normal
44.94,92.97,0.3941,critical
23.16,41.01,0.5159,normal
25.37,57.15,0.3547,normal
23.33,40.45,0.9074,normal
16.1,69.1,0.8937,normal
14.89,57.8,0.5455,normal
35.26,75.0,0.4218,warning
31.39,78.61,0.5757,warning
33.33,82.13,0.2616,warning
23.92,55.85,0.717,normal
35.21,77.1,0.4475,warning
34.08,73.23,0.5012,warning
25.93,39.05,0.5916,normal
19.99,52.98,0.4621,normal
31.55,39.9,0.8323,warning
34.7,72.06,0.5395,warning
47.84,91.89,0.199,critical
44.07,96.58,0.3636,critical
21.66,58.76,0.8591,normal
30.92,84.13,0.1171,warning
28.14,34.06,0.3802,normal
18.13,59.43,0.6914,normal
22.38,51.45,0.9332,normal
41.48,83.15,0.1562,critical
10.68,54.36,0.9065,normal
32.43,74.39,0.4016,warning
19.75,43.45,0.6552,normal
35.29,73.5,0.4282,warning
31.25,80.16,0.4582,warning
29.06,76.16,0.526,warning
34.7,78.32,0.1649,warning
24.67,47.46,0.4034,normal
25.37,55.71,0.9265,normal
48.26,92.2,0.0739,critical
32.56,71.24,0.587,warning
43.62,84.72,0.2309,critical
27.03,38.72,0.4356,normal
40.81,93.46,0.2317,critical
22.97,48.95,0.9389,normal
21.06,52.07,0.4786,normal
22.92,55.06,0.3722,normal
34.49,72.15,0.2613,warning
30.9,72.48,0.272,warning
16.91,36.67,0.7252,normal
43.34,91.03,0.2485,critical
20.08,48.58,0.5315,normal
23.05,27.46,0.5692,normal
24.4,45.2,0.8745,normal
40.97,90.5,0.2653,critical
20.2,42.03,0.6874,normal
25.52,53.68,0.7675,normal
48.03,89.43,0.0909,critical
20.13,51.28,0.7078,normal
19.7,69.49,0.5496,normal
11.38,61.25,0.4039,normal
49.18,85.6,0.159,critical
59.48,83.48,0.078,critical
23.52,44.02,0.3609,normal
21.61,40.7,0.7406,normal
37.44,83.08,0.3625,warning
34.88,70.49,0.2152,warning
26.65,45.99,0.5934,normal
35.46,76.77,0.4172,warning
16.33,36.98,0.8382,normal
38.14,84.75,0.4048,warning
48.03,86.86,0.3836,critical
36.39,73.68,0.5505,warning
30.34,46.3,0.6542,warning
52.19,98.9,0.0001,critical
33.97,81.37,0.2558,warning
50.88,86.8,0.3837,critical
25.83,53.74,0.4435,normal
24.99,34.72,0.8745,normal
24.84,47.74,0.8611,normal
19.58,42.09,0.4757,normal
22.77,46.7,0.9762,normal
44.61,100.0,0.0494,critical
21.38,26.02,0.4487,normal
29.8,77.6,0.4803,warning
35.5,75.17,0.2556,warning
26.5,58.46,0.6562,normal
32.65,71.44,0.1624,warning
21.8,39.0,0.3958,normal
40.53,73.55,0.2707,critical
20.35,79.44,0.598,warning
23.52,46.91,0.6532,normal
28.72,69.8,0.4457,normal
35.39,66.9,0.2123,warning
33.08,70.95,0.7422,warning
31.69,72.23,0.5347,warning
31.09,66.81,0.5816,warning
16.97,56.74,0.9124,normal
20.79,65.76,0.5293,normal
33.96,80.95,0.3098,warning
38.42,62.77,0.1415,warning
51.83,95.37,0.0971,critical
16.65,50.42,0.7827,normal
27.54,60.59,0.8105,normal
28.69,71.45,0.2879,warning
12.95,47.29,0.5987,normal
17.71,42.03,0.8658,normal
37.77,73.14,0.1587,warning
34.25,70.29,0.4363,warning
25.45,44.05,0.6059,normal
21.87,40.77,0.8623,normal
49.13,84.77,0.2091,critical
52.82,86.64,0.2512,critical
23.03,35.35,0.3667,normal
45.19,89.55,0.3784,critical
39.49,81.55,0.5009,warning
33.23,65.35,0.2268,warning
47.53,85.83,0.3894,critical
34.03,80.43,0.1239,warning
10.15,57.97,0.5211,normal
22.74,43.4,0.851,normal
18.63,47.42,0.6109,normal
30.8,82.49,0.5224,warning
24.24,42.94,0.7507,normal
33.64,65.51,0.2138,warning
46.88,87.97,0.2888,critical
32.34,71.67,0.3486,warning
35.15,79.52,0.2323,warning
33.26,70.52,0.5029,warning
27.32,39.79,0.9736,normal
33.36,77.18,0.3909,warning
27.22,41.59,0.7143,normal
34.16,68.79,0.299,warning
21.11,43.73,0.4089,normal
28.99,69.09,0.3023,normal
45.47,97.9,0.2131,critical
28.61,81.81,0.1518,warning
29.07,45.0,0.9268,normal
20.58,62.5,0.4034,normal
26.32,49.96,0.3765,normal
16.33,45.59,0.528,normal
28.33,75.33,0.5916,warning
22.08,57.15,0.7711,normal
22.13,51.54,0.5084,normal
51.46,90.9,0.3352,critical
17.65,56.48,0.7193,normal
15.39,60.16,0.7276,normal
40.16,82.49,0.3917,critical
33.91,67.17,0.591,warning
47.03,86.31,0.1481,critical
39.71,68.09,0.2601,warning
15.72,69.7,0.4374,normal
29.46,27.43,0.5105,normal
32.47,74.37,0.5905,warning
34.76,69.19,0.3379,warning
19.18,66.72,0.7427,normal
20.81,34.38,0.7692,normal
11.06,40.34,0.6524,normal
33.11,74.26,0.4094,warning
17.72,50.19,0.9696,normal
24.43,61.28,0.7133,normal
36.59,76.63,0.5338,warning
36.72,81.06,0.1327,warning
20.99,37.26,0.9658,normal
21.12,34.34,0.669,normal
31.96,63.53,0.5931,warning
34.71,80.35,0.3692,warning
20.37,42.03,0.7204,normal
39.16,66.5,0.1721,warning
16.14,46.27,0.5544,normal
38.11,75.29,0.4561,warning
33.05,76.96,0.5887,warning
42.29,85.97,0.2922,critical
33.75,71.24,0.4008,warning
22.14,43.72,0.4678,normal
31.93,70.28,0.1598,warning
30.19,62.84,0.7231,warning
25.76,46.88,0.6149,normal
21.28,44.85,0.5731,normal
25.09,55.31,0.8097,normal
25.41,41.89,0.47,normal
32.25,77.08,0.5928,warning
19.56,43.24,0.8387,normal
33.4,74.85,0.4031,warning
47.39,89.8,0.1493,critical
27.04,72.44,0.6939,warning
36.96,75.14,0.1138,warning
50.26,86.39,0.3437,critical
24.49,48.22,0.7536,normal
34.88,78.19,0.2726,warning
28.13,34.11,0.7398,normal
14.47,40.55,0.8091,normal
35.36,72.86,0.1744,warning
46.42,88.87,0.0155,critical
36.21,87.05,0.3763,critical
23.22,41.91,0.5394,normal
20.53,55.13,0.687,normal
25.8,43.12,0.7423,normal
30.99,49.62,0.9596,warning
26.54,44.53,0.6027,normal
44.12,90.8,0.2218,critical
32.49,79.05,0.2197,warning
23.06,44.11,0.6128,normal
29.79,83.66,0.5606,warning
25.28,29.66,0.81,normal
22.97,46.13,0.6879,normal
20.18,42.47,0.6928,normal
30.71,72.2,0.2971,warning
32.08,74.04,0.2602,warning
32.11,76.07,0.5721,warning
18.17,54.77,0.4036,normal
47.86,90.35,0.2245,critical
43.36,87.28,0.3969,critical
46.89,81.49,0.2796,critical
20.85,49.5,0.9654,normal
32.6,81.23,0.5501,warning
16.48,46.2,0.8305,normal
20.78,49.34,0.5469,normal
49.91,100.0,0.021,critical
25.71,31.9,0.8301,normal
43.52,89.53,0.1483,critical
43.24,79.57,0.0395,critical
54.03,86.74,0.285,critical
24.42,52.99,0.4844,normal
21.55,48.63,0.9494,normal
47.67,97.36,0.3697,critical
48.96,90.11,0.3255,critical
27.64,24.84,0.9916,normal
23.78,41.45,0.8946,normal
48.12,90.77,0.0985,critical
30.96,65.99,0.3114,warning
28.59,70.72,0.4131,warning
24.3,69.72,0.8288,normal
33.35,82.58,0.3079,warning
43.23,92.08,0.3604,critical
23.88,39.43,0.7401,normal
31.89,71.42,0.448,warning
40.4,92.32,0.0892,critical
33.04,73.12,0.5511,warning
43.46,90.23,0.131,critical
24.89,47.32,0.7926,normal
49.65,87.87,0.2145,critical
44.88,96.34,0.0434,critical
38.08,81.34,0.542,warning
26.84,46.08,0.6737,normal
40.89,86.79,0.3345,critical
24.23,54.57,0.8915,normal
24.71,65.54,0.8742,normal
22.29,63.8,0.6348,normal
25.36,60.54,0.3767,normal
28.24,43.09,0.4728,normal
34.65,79.24,0.3844,warning
25.47,47.1,0.9678,normal
25.27,45.62,0.4804,normal
43.54,86.08,0.0612,critical
21.62,53.5,0.4696,normal
24.01,63.76,0.6353,normal
34.79,73.63,0.2229,warning
16.98,47.72,0.4432,normal
47.33,89.62,0.2739,critical
30.87,78.31,0.4093,warning
26.48,70.36,0.5907,warning
34.87,76.84,0.2168,warning
18.22,58.73,0.8789,normal
46.24,87.49,0.0898,critical
18.43,40.71,0.3981,normal
30.08,66.15,0.5686,warning
32.5,71.78,0.408,warning
15.69,55.16,0.7939,normal
19.2,44.02,0.9922,normal
27.53,78.13,0.1766,warning
31.24,73.93,0.1722,warning
20.39,45.3,0.9788,normal
40.2,74.94,0.284,critical
29.18,52.37,0.4436,normal
29.42,76.96,0.3707,warning
22.58,60.04,0.8961,normal
16.25,69.04,0.6237,normal
16.35,58.04,0.6385,normal
31.82,78.07,0.263,warning
16.84,59.51,0.4838,normal
22.54,56.37,0.4765,normal
37.09,69.77,0.4094,warning
37.06,71.31,0.482,warning
41.18,93.92,0.0854,critical
23.21,53.72,0.774,normal
19.65,67.98,0.8535,normal
33.31,73.87,0.2086,warning
32.34,74.07,0.2921,warning
19.49,49.31,0.6379,normal
32.98,70.36,0.4335,warning
21.03,66.38,0.7162,normal
24.26,58.42,0.8582,normal
23.33,59.75,0.6546,normal
23.43,46.1,0.9553,normal
31.18,85.63,0.4062,critical
33.44,64.83,0.4381,warning
34.29,72.94,0.1043,warning
22.85,47.49,0.9042,normal
18.66,69.86,0.482,normal
47.62,92.81,0.3363,critical
16.29,66.62,0.7292,normal
35.61,70.0,0.4518,warning
33.66,77.24,0.3809,warning
35.4,73.32,0.3076,warning
40.56,88.6,0.0633,critical
41.74,88.18,0.3933,critical
31.61,64.94,0.5881,warning
33.13,72.59,0.3225,warning
34.06,72.3,0.2905,warning
20.22,54.2,0.363,normal
19.2,32.92,0.9551,normal
19.82,46.78,0.9311,normal
31.51,45.51,0.7184,warning
40.7,65.23,0.5432,critical
47.96,91.13,0.12,critical
32.66,76.76,0.5964,warning
35.14,67.81,0.5808,warning
31.97,82.12,0.5744,warning
26.71,56.78,0.8696,normal
30.38,52.11,0.6215,warning
36.85,83.53,0.196,warning
21.08,61.91,0.9454,normal
13.32,51.42,0.3838,normal
46.24,94.27,0.1796,critical
20.95,51.18,0.8375,normal
46.27,84.48,0.0321,critical
19.99,48.32,0.9859,normal
30.53,69.27,0.1096,warning
39.65,97.39,0.152,critical
27.82,53.35,0.803,normal
42.3,97.74,0.3415,critical
22.87,40.01,0.5724,normal
27.97,44.41,0.709,normal
42.86,90.28,0.3653,critical
47.47,88.97,0.2665,critical
20.01,60.83,0.4238,normal
36.02,66.59,0.1535,warning
36.59,77.18,0.177,warning
48.21,81.76,0.3455,critical
22.66,50.1,0.8745,normal
36.85,69.95,0.1781,warning
40.31,82.79,0.1843,critical
37.69,68.73,0.1529,warning
26.5,60.82,0.4797,normal
33.97,72.94,0.1459,warning
46.33,89.87,0.3166,critical
34.1,76.59,0.1397,warning
43.9,95.55,0.1904,critical
25.87,78.11,0.7435,warning
34.97,78.79,0.4381,warning
22.94,47.33,0.4702,normal
24.49,50.25,0.4785,normal
25.09,59.82,0.9823,normal
32.55,67.59,0.1379,warning
23.36,58.13,0.9948,normal
36.23,81.05,0.3962,warning
42.18,86.46,0.1142,critical
28.99,79.15,0.4677,warning
29.7,73.61,0.5841,warning
21.93,66.75,0.392,normal
25.39,53.53,0.8264,normal
16.62,37.38,0.402,normal
46.57,82.1,0.0048,critical
21.94,45.7,0.7323,normal
25.28,45.25,0.7927,normal
21.36,46.68,0.5206,normal
24.34,40.75,0.8324,normal
30.5,75.72,0.4817,warning
29.64,92.25,0.1951,critical
20.99,48.46,0.5794,normal
17.66,52.43,0.9502,normal
52.1,79.0,0.1854,critical
25.54,43.5,0.4424,normal
34.01,69.78,0.1122,warning
35.68,78.35,0.5949,warning
19.28,42.54,0.3591,normal
35.14,67.89,0.1864,warning
19.87,46.49,0.4117,normal
20.23,53.6,0.5693,normal
25.95,51.36,0.5473,normal
26.85,46.49,0.498,normal
29.21,75.68,0.3164,warning
48.23,89.04,0.3876,critical
55.5,94.68,0.0268,critical
19.98,60.2,0.5381,normal
22.89,73.86,0.8724,warning
21.44,50.81,0.5502,normal
25.07,61.85,0.7946,normal
32.62,76.1,0.1647,warning
20.72,65.74,0.8746,normal
35.89,71.38,0.5852,warning
26.02,54.21,0.6211,normal
22.9,58.6,0.5017,normal
48.4,86.88,0.3663,critical
28.93,46.98,0.7107,normal
18.83,45.82,0.4763,normal
24.46,56.31,0.7612,normal
36.13,74.35,0.3964,warning
22.6,68.45,0.6676,normal
21.22,50.37,0.6821,normal
51.5,94.71,0.2494,critical
26.05,55.68,0.7417,normal
39.85,67.02,0.233,warning
39.41,92.71,0.3165,critical
21.64,55.48,0.9011,normal
36.1,76.36,0.4165,warning
42.52,98.26,0.193,critical
35.45,78.17,0.26,warning
27.43,48.74,0.6986,normal
24.59,37.13,0.9725,normal
44.34,88.54,0.2934,critical
21.76,43.44,0.8693,normal
20.57,67.32,0.6249,normal
22.25,48.65,0.5196,normal
22.56,51.78,0.7736,normal
46.13,87.98,0.186,critical
23.91,46.97,0.7568,normal
16.95,45.43,0.843,normal
35.87,77.5,0.238,warning
44.81,84.71,0.0652,critical
28.91,68.07,0.4305,normal
25.42,40.63,0.5897,normal
32.09,82.32,0.3751,warning
18.02,39.56,0.6071,normal
18.48,66.86,0.3724,normal
44.94,96.32,0.2274,critical
34.76,73.87,0.4586,warning
22.98,52.68,0.3941,normal
36.12,79.96,0.5701,warning
34.47,83.34,0.5862,warning
43.83,94.39,0.3003,critical
30.24,75.3,0.3623,warning
19.48,42.19,0.4507,normal
49.24,81.77,0.1794,critical
28.6,64.59,0.5195,normal
34.29,82.18,0.3788,warning
29.28,56.23,0.4966,normal
24.71,51.85,0.5012,normal
50.64,98.28,0.2002,critical
31.77,82.53,0.4351,warning
39.07,76.03,0.3461,warning
19.01,36.47,0.7075,normal
51.17,91.66,0.0835,critical
21.58,49.4,0.8062,normal
31.49,72.65,0.5493,warning
35.07,77.97,0.3681,warning
51.69,85.81,0.1126,critical
17.51,45.86,0.4539,normal
23.64,63.05,0.5674,normal
20.55,56.87,0.4275,normal
21.79,52.36,0.7422,normal
19.22,40.25,0.6137,normal
34.35,76.34,0.5023,warning
21.63,29.66,0.4801,normal
29.5,71.46,0.5165,warning
18.17,31.45,0.8816,normal
21.14,52.56,0.757,normal
28.31,70.76,0.2262,warning
42.56,89.7,0.0866,critical
23.52,58.18,0.6747,normal
33.1,67.16,0.3289,warning
40.82,95.31,0.3683,critical
16.65,51.67,0.8668,normal
41.3,79.78,0.0311,critical
34.05,75.07,0.1156,warning
22.57,50.46,0.5283,normal
37.26,75.0,0.4644,warning
47.76,89.45,0.1472,critical
15.52,28.9,0.8322,normal
32.3,77.9,0.4268,warning
45.69,91.28,0.048,critical
48.78,94.3,0.3729,critical
30.82,47.67,0.4282,warning
39.55,80.66,0.3171,warning
39.08,67.08,0.1873,warning
26.88,60.44,0.6459,normal
37.5,69.96,0.2366,warning
51.1,90.91,0.0253,critical
45.0,86.75,0.159,critical
21.21,51.92,0.6311,normal
19.58,51.33,0.3586,normal
26.67,41.21,0.9736,normal
26.49,38.97,0.8173,normal
46.92,93.77,0.2685,critical
24.51,48.52,0.7983,normal
26.9,19.24,0.3787,normal
28.54,71.19,0.3795,warning
32.45,66.52,0.4578,warning
45.85,85.9,0.0354,critical
41.02,96.86,0.2178,critical
29.48,82.7,0.4631,warning
18.6,47.77,0.7656,normal
30.7,78.63,0.2861,warning
28.79,48.23,0.446,normal
18.08,31.44,0.7892,normal
37.46,96.98,0.0346,critical
45.96,92.72,0.3699,critical
19.33,41.33,0.7005,normal
31.33,65.49,0.2717,warning
41.44,68.0,0.1725,critical
31.69,80.94,0.4724,warning
25.1,39.49,0.9852,normal
47.96,81.0,0.1585,critical
25.67,31.54,0.9938,normal
17.34,46.7,0.7241,normal
33.89,81.32,0.5711,warning
33.71,67.43,0.4939,warning
18.46,50.6,0.8937,normal
39.42,98.4,0.2092,critical
23.19,43.62,0.5782,normal
40.41,94.56,0.0426,critical
43.21,85.75,0.3337,critical
24.04,46.05,0.3504,normal
34.96,69.3,0.1539,warning
34.72,76.52,0.5751,warning
46.21,95.1,0.3301,critical
20.26,48.83,0.8794,normal
22.99,50.37,0.4287,normal
24.72,65.91,0.3964,normal
21.79,74.56,0.6242,warning
32.09,78.96,0.4489,warning
20.77,59.42,0.4855,normal
30.39,77.9,0.3392,warning
33.34,74.03,0.3457,warning
25.44,51.73,0.3702,normal
32.18,65.54,0.2919,warning
32.68,74.45,0.4443,warning
31.97,71.81,0.5857,warning
33.3,75.07,0.1193,warning
13.33,51.71,0.6587,normal
32.8,74.44,0.4621,warning
20.06,27.92,0.6455,normal
45.98,86.28,0.3936,critical
36.52,75.92,0.4886,warning
23.71,44.47,0.6169,normal
48.09,90.17,0.3451,critical
47.8,78.51,0.1778,critical
17.54,49.85,0.8031,normal
15.05,64.71,0.7749,normal
27.06,54.0,0.8038,normal
27.54,75.6,0.2467,warning
23.73,57.07,0.5654,normal
23.79,53.69,0.8943,normal
47.45,95.48,0.0023,critical
34.88,66.05,0.5527,warning
34.13,73.52,0.1913,warning
18.75,62.8,0.8996,normal
34.43,80.37,0.4504,warning
23.57,47.56,0.4405,normal
21.41,25.83,0.7158,normal
31.35,76.81,0.4495,warning
37.63,75.79,0.4469,warning
20.74,46.45,0.6579,normal
21.08,62.56,0.6245,normal
36.15,76.55,0.5743,warning
32.1,78.95,0.5596,warning
39.1,69.35,0.1605,warning
48.73,95.53,0.2659,critical
9.31,61.18,0.5927,normal
33.91,76.85,0.495,warning
35.22,79.75,0.3798,warning
22.25,55.61,0.4366,normal
21.82,48.57,0.389,normal
46.46,87.62,0.2664,critical
45.54,89.66,0.3522,critical
38.4,83.54,0.5303,warning
22.82,43.87,0.6586,normal
20.19,50.61,0.6021,normal
18.66,40.72,0.8725,normal
47.27,92.07,0.2039,critical
34.72,73.56,0.3567,warning
37.86,74.49,0.2235,warning
34.12,65.43,0.2809,warning
22.48,57.71,0.3888,normal
14.64,58.4,0.8574,normal
51.88,91.29,0.3723,critical
17.77,58.65,0.9135,normal
21.98,44.78,0.7497,normal
24.11,29.72,0.7699,normal
22.08,44.15,0.7393,normal
20.39,66.74,0.6313,normal
35.09,75.36,0.1424,warning
35.31,73.23,0.4207,warning
19.27,57.31,0.6519,normal
25.12,29.09,0.5473,normal
18.53,48.04,0.5503,normal
37.4,73.1,0.293,warning
26.21,38.94,0.8019,normal
26.83,43.69,0.7797,normal
30.98,72.48,0.1455,warning
31.26,75.3,0.3585,warning
19.93,44.41,0.5243,normal
33.67,79.09,0.3568,warning
42.64,100.0,0.3629,critical
31.46,73.13,0.2532,warning
35.66,69.63,0.3058,warning
21.63,60.46,0.7784,normal
34.72,64.55,0.1696,warning
22.42,41.7,0.7966,normal
31.58,79.78,0.2606,warning
23.57,37.39,0.4627,normal
20.7,29.82,0.7651,normal
23.94,66.99,0.8898,normal
24.36,63.18,0.673,normal
22.13,61.5,0.526,normal
17.48,44.84,0.4451,normal
19.6,45.29,0.9782,normal
26.44,23.5,0.3521,normal
36.62,85.81,0.5639,critical
34.24,94.3,0.2334,critical
21.12,62.76,0.4795,normal
37.01,76.66,0.5908,warning
18.24,43.59,0.6015,normal
47.85,92.16,0.1445,critical
22.42,46.82,0.9007,normal
33.35,81.21,0.2342,warning
47.93,78.85,0.2747,critical
24.36,70.23,0.7183,warning
36.72,75.28,0.4122,warning
21.28,60.45,0.4998,normal
18.17,41.2,0.5234,normal
14.75,43.78,0.4486,normal
18.71,47.11,0.4929,normal
48.56,81.23,0.0813,critical
14.6,33.41,0.4093,normal
21.33,22.31,0.5253,normal
44.21,90.19,0.3382,critical
22.8,60.91,0.4577,normal
23.3,56.26,0.4198,normal
34.18,79.28,0.3898,warning
18.8,44.2,0.4887,normal
23.34,52.44,0.8131,normal
15.87,55.79,0.5999,normal
43.07,86.76,0.2165,critical
33.16,85.24,0.3458,critical
47.2,84.1,0.1288,critical
16.47,50.08,0.8948,normal
18.97,44.0,0.8072,normal
17.01,40.82,0.5955,normal
22.65,43.38,0.5542,normal
19.5,54.25,0.5389,normal
34.49,81.72,0.3349,warning
55.25,91.78,0.0976,critical
44.58,84.81,0.32,critical
19.18,55.92,0.5976,normal
15.59,50.91,0.941,normal
48.6,92.04,0.0914,critical
12.86,75.41,0.661,warning
25.84,67.09,0.7693,normal
29.56,69.68,0.523,normal
25.78,48.76,0.8445,normal
29.52,61.92,0.41,normal
21.57,46.98,0.4015,normal
37.0,72.72,0.2466,warning
24.04,43.73,0.9454,normal
22.45,58.57,0.6883,normal
46.2,92.19,0.0209,critical
18.05,35.54,0.97,normal
48.32,88.88,0.2192,critical
29.93,42.44,0.5036,normal
34.7,71.92,0.4563,warning
23.69,51.9,0.8812,normal
46.89,92.32,0.185,critical
22.44,34.01,0.4493,normal
24.73,46.9,0.3557,normal
26.19,36.55,0.6836,normal
26.7,51.54,0.387,normal
46.83,91.18,0.0624,critical
51.36,97.35,0.3337,critical
31.83,73.19,0.2229,warning
34.66,77.15,0.2241,warning
30.8,68.54,0.1335,warning
33.93,75.12,0.3304,warning
35.36,67.83,0.2975,warning
18.07,47.38,0.6913,normal
40.98,72.17,0.277,critical
40.98,85.1,0.2997,critical
22.05,37.83,0.615,normal
30.47,74.88,0.5024,warning
23.45,63.04,0.5889,normal
20.37,62.99,0.6181,normal
31.94,78.4,0.2573,warning
34.17,75.85,0.3178,warning
20.54,45.69,0.9124,normal
35.26,66.95,0.4245,warning
33.28,78.55,0.1082,warning
34.46,80.32,0.3434,warning
41.62,91.17,0.353,critical
17.96,52.37,0.3834,normal
30.07,43.12,0.9498,warning
21.63,53.17,0.6523,normal
17.59,59.52,0.6317,normal
18.95,44.58,0.6832,normal
12.77,53.34,0.9146,normal
18.3,51.2,0.4758,normal
35.59,73.58,0.596,warning
36.88,81.25,0.2348,warning
36.08,75.54,0.3605,warning
37.01,75.77,0.4993,warning
29.95,76.72,0.2425,warning
37.44,76.9,0.1616,warning
17.72,54.36,0.8464,normal
28.77,53.92,0.8236,normal
32.98,74.24,0.5841,warning
49.56,88.01,0.2642,critical
16.05,55.91,0.5236,normal
38.17,83.65,0.1466,warning
19.01,56.68,0.3772,normal
42.77,100.0,0.0778,critical
18.23,45.61,0.8868,normal
24.92,60.26,0.5158,normal
22.12,49.83,0.393,normal
35.49,71.96,0.3413,warning
26.11,54.53,0.9878,normal
37.12,72.35,0.14,warning
37.7,92.69,0.2467,critical
39.8,73.75,0.5778,warning
21.74,62.77,0.928,normal
35.06,70.88,0.4325,warning
16.15,47.52,0.893,normal
16.88,41.9,0.874,normal
22.53,42.62,0.8797,normal
19.08,53.22,0.961,normal
18.65,75.5,0.9944,warning
27.08,54.24,0.8711,normal
21.64,68.62,0.7108,normal
23.57,44.17,0.9715,normal
19.75,51.28,0.4141,normal
42.33,88.76,0.297,critical
31.65,77.18,0.1406,warning
24.4,59.77,0.9535,normal
36.38,76.76,0.5447,warning
39.24,93.62,0.0616,critical
21.02,50.42,0.9594,normal
24.16,54.96,0.9214,normal
11.93,51.29,0.7325,normal
15.55,60.91,0.5362,normal
44.16,88.08,0.0637,critical
32.64,79.3,0.1414,warning
28.21,58.8,0.3555,normal
30.62,73.54,0.1462,warning
53.14,88.3,0.2592,critical
22.26,49.97,0.4654,normal
29.67,71.34,0.5884,warning
19.05,32.78,0.5822,normal
20.97,48.74,0.9304,normal
45.46,91.23,0.2331,critical
27.51,48.98,0.8839,normal
22.87,55.71,0.6041,normal
47.91,89.9,0.2373,critical
18.34,41.89,0.8907,normal
21.69,53.58,0.744,normal
33.73,82.17,0.45,warning
26.5,57.76,0.7979,normal
53.66,91.95,0.266,critical
43.53,81.42,0.1435,critical
31.5,74.77,0.4528,warning
29.58,80.28,0.2176,warning
36.57,74.58,0.2633,warning
22.13,55.67,0.4509,normal
26.67,56.37,0.4265,normal
36.55,78.42,0.1747,warning
52.14,93.82,0.2751,critical
16.4,42.39,0.633,normal
50.13,95.01,0.377,critical
16.96,45.72,0.9593,normal
47.13,95.48,0.0135,critical
47.45,92.71,0.0264,critical
53.68,91.92,0.1009,critical
23.82,60.81,0.7779,normal
30.23,79.72,0.2618,warning
24.39,56.6,0.9784,normal
42.93,92.04,0.3662,critical
16.33,43.7,0.3548,normal
24.06,25.7,0.6203,normal
25.08,76.23,0.1741,warning
48.21,87.54,0.2416,critical
54.41,87.09,0.2883,critical
16.03,58.47,0.7605,normal
20.27,32.58,0.5925,normal
50.59,90.1,0.3297,critical
19.25,49.95,0.5661,normal
18.45,36.28,0.6782,normal
13.76,45.95,0.9959,normal
17.81,41.06,0.6327,normal
28.83,44.43,0.6457,normal
21.03,37.65,0.7002,normal
22.04,46.98,0.5662,normal
41.31,93.86,0.3167,critical
13.9,53.27,0.9539,normal
50.7,86.48,0.0924,critical
19.87,62.26,0.642,normal
44.19,96.91,0.0155,critical
34.84,85.74,0.2271,critical
21.53,62.24,0.3764,normal
26.17,46.76,0.608,normal
12.86,60.75,0.8716,normal
20.91,68.15,0.7053,normal
17.91,55.9,0.9692,normal
23.58,36.26,0.549,normal
33.21,74.05,0.5944,warning
23.34,64.33,0.5369,normal
48.18,92.43,0.3957,critical
18.69,46.67,0.7043,normal
23.87,64.47,0.4018,normal
40.15,80.35,0.0083,critical
50.56,96.06,0.1033,critical
18.72,37.53,0.6201,normal
35.68,73.12,0.182,warning
29.58,63.34,0.5512,normal
17.13,46.69,0.3946,normal
30.08,47.81,0.9045,warning
36.22,75.08,0.4893,warning
48.65,78.45,0.3861,critical
36.49,78.58,0.1607,warning
46.7,81.35,0.1861,critical
37.21,80.15,0.2392,warning
28.11,58.81,0.5796,normal
20.03,54.2,0.9642,normal
20.64,28.27,0.7532,normal
28.7,46.74,0.9949,normal
47.92,93.9,0.2088,critical
33.27,71.95,0.5956,warning
46.17,85.35,0.1361,critical
30.13,80.39,0.1518,warning
14.71,48.58,0.488,normal
24.09,63.25,0.8528,normal
21.98,46.28,0.9955,normal
22.85,64.47,0.9434,normal
39.14,90.3,0.1549,critical
20.33,44.8,0.3773,normal
21.67,50.25,0.581,normal
31.3,48.19,0.7717,warning
39.42,94.82,0.3878,critical
34.82,73.39,0.5215,warning
30.81,71.4,0.1582,warning
25.07,58.8,0.9975,normal
33.59,70.49,0.4125,warning
53.44,91.92,0.1268,critical
43.17,98.59,0.1174,critical
22.85,47.39,0.5451,normal
24.12,48.79,0.5179,normal
32.74,76.98,0.27,warning
20.66,52.06,0.6951,normal
36.29,76.95,0.2499,warning
33.17,54.01,0.563,warning
20.08,30.4,0.9554,normal
15.76,38.23,0.5856,normal
24.59,54.41,0.567,normal
